filename,echo_filepath,farnerd_filepath,mix_filepath,nearend_filepath,target_filepath,split
f05179,/media/m1998cc/n/pythonProject/deepvqe/data/f05179_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05179_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05179_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05179_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05179_target.wav,train
f08691,/media/m1998cc/n/pythonProject/deepvqe/data/f08691_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08691_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08691_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08691_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08691_target.wav,train
f05317,/media/m1998cc/n/pythonProject/deepvqe/data/f05317_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05317_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05317_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05317_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05317_target.wav,train
f02523,/media/m1998cc/n/pythonProject/deepvqe/data/f02523_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02523_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02523_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02523_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02523_target.wav,train
f04736,/media/m1998cc/n/pythonProject/deepvqe/data/f04736_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f04736_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f04736_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f04736_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f04736_target.wav,train
f07396,/media/m1998cc/n/pythonProject/deepvqe/data/f07396_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07396_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07396_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07396_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07396_target.wav,train
f07549,/media/m1998cc/n/pythonProject/deepvqe/data/f07549_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07549_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07549_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07549_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07549_target.wav,train
f08242,/media/m1998cc/n/pythonProject/deepvqe/data/f08242_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08242_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08242_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08242_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08242_target.wav,train
f01841,/media/m1998cc/n/pythonProject/deepvqe/data/f01841_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01841_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01841_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01841_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01841_target.wav,train
f06608,/media/m1998cc/n/pythonProject/deepvqe/data/f06608_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06608_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06608_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06608_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06608_target.wav,train
f02115,/media/m1998cc/n/pythonProject/deepvqe/data/f02115_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02115_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02115_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02115_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02115_target.wav,train
f06887,/media/m1998cc/n/pythonProject/deepvqe/data/f06887_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06887_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06887_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06887_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06887_target.wav,train
f09568,/media/m1998cc/n/pythonProject/deepvqe/data/f09568_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f09568_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f09568_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f09568_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f09568_target.wav,train
f06430,/media/m1998cc/n/pythonProject/deepvqe/data/f06430_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06430_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06430_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06430_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06430_target.wav,train
f03395,/media/m1998cc/n/pythonProject/deepvqe/data/f03395_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03395_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03395_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03395_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03395_target.wav,train
f01574,/media/m1998cc/n/pythonProject/deepvqe/data/f01574_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01574_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01574_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01574_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01574_target.wav,train
f01960,/media/m1998cc/n/pythonProject/deepvqe/data/f01960_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01960_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01960_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01960_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01960_target.wav,train
f02208,/media/m1998cc/n/pythonProject/deepvqe/data/f02208_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02208_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02208_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02208_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02208_target.wav,train
f02474,/media/m1998cc/n/pythonProject/deepvqe/data/f02474_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02474_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02474_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02474_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02474_target.wav,train
f04971,/media/m1998cc/n/pythonProject/deepvqe/data/f04971_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f04971_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f04971_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f04971_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f04971_target.wav,train
f09441,/media/m1998cc/n/pythonProject/deepvqe/data/f09441_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f09441_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f09441_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f09441_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f09441_target.wav,train
f09849,/media/m1998cc/n/pythonProject/deepvqe/data/f09849_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f09849_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f09849_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f09849_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f09849_target.wav,train
f01226,/media/m1998cc/n/pythonProject/deepvqe/data/f01226_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01226_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01226_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01226_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01226_target.wav,train
f05470,/media/m1998cc/n/pythonProject/deepvqe/data/f05470_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05470_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05470_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05470_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05470_target.wav,train
f08084,/media/m1998cc/n/pythonProject/deepvqe/data/f08084_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08084_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08084_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08084_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08084_target.wav,train
f08434,/media/m1998cc/n/pythonProject/deepvqe/data/f08434_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08434_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08434_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08434_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08434_target.wav,train
f06618,/media/m1998cc/n/pythonProject/deepvqe/data/f06618_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06618_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06618_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06618_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06618_target.wav,train
f01343,/media/m1998cc/n/pythonProject/deepvqe/data/f01343_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01343_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01343_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01343_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01343_target.wav,train
f06446,/media/m1998cc/n/pythonProject/deepvqe/data/f06446_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06446_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06446_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06446_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06446_target.wav,train
f01509,/media/m1998cc/n/pythonProject/deepvqe/data/f01509_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01509_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01509_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01509_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01509_target.wav,train
f03625,/media/m1998cc/n/pythonProject/deepvqe/data/f03625_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03625_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03625_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03625_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03625_target.wav,train
f06240,/media/m1998cc/n/pythonProject/deepvqe/data/f06240_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06240_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06240_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06240_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06240_target.wav,train
f07038,/media/m1998cc/n/pythonProject/deepvqe/data/f07038_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07038_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07038_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07038_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07038_target.wav,train
f08875,/media/m1998cc/n/pythonProject/deepvqe/data/f08875_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08875_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08875_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08875_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08875_target.wav,train
f07071,/media/m1998cc/n/pythonProject/deepvqe/data/f07071_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07071_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07071_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07071_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07071_target.wav,train
f07360,/media/m1998cc/n/pythonProject/deepvqe/data/f07360_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07360_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07360_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07360_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07360_target.wav,train
f08702,/media/m1998cc/n/pythonProject/deepvqe/data/f08702_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08702_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08702_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08702_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08702_target.wav,train
f08345,/media/m1998cc/n/pythonProject/deepvqe/data/f08345_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08345_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08345_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08345_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08345_target.wav,train
f06048,/media/m1998cc/n/pythonProject/deepvqe/data/f06048_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06048_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06048_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06048_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06048_target.wav,train
f06455,/media/m1998cc/n/pythonProject/deepvqe/data/f06455_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06455_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06455_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06455_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06455_target.wav,train
f07679,/media/m1998cc/n/pythonProject/deepvqe/data/f07679_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07679_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07679_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07679_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07679_target.wav,train
f03991,/media/m1998cc/n/pythonProject/deepvqe/data/f03991_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03991_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03991_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03991_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03991_target.wav,train
f08894,/media/m1998cc/n/pythonProject/deepvqe/data/f08894_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08894_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08894_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08894_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08894_target.wav,train
f02509,/media/m1998cc/n/pythonProject/deepvqe/data/f02509_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02509_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02509_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02509_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02509_target.wav,train
f00097,/media/m1998cc/n/pythonProject/deepvqe/data/f00097_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f00097_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f00097_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f00097_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f00097_target.wav,train
f03623,/media/m1998cc/n/pythonProject/deepvqe/data/f03623_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03623_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03623_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03623_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03623_target.wav,train
f05187,/media/m1998cc/n/pythonProject/deepvqe/data/f05187_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05187_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05187_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05187_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05187_target.wav,train
f01257,/media/m1998cc/n/pythonProject/deepvqe/data/f01257_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01257_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01257_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01257_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01257_target.wav,train
f07276,/media/m1998cc/n/pythonProject/deepvqe/data/f07276_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07276_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07276_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07276_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07276_target.wav,train
f06546,/media/m1998cc/n/pythonProject/deepvqe/data/f06546_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06546_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06546_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06546_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06546_target.wav,train
f06031,/media/m1998cc/n/pythonProject/deepvqe/data/f06031_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06031_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06031_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06031_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f06031_target.wav,train
f00263,/media/m1998cc/n/pythonProject/deepvqe/data/f00263_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f00263_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f00263_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f00263_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f00263_target.wav,train
f08482,/media/m1998cc/n/pythonProject/deepvqe/data/f08482_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08482_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08482_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08482_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08482_target.wav,train
f04389,/media/m1998cc/n/pythonProject/deepvqe/data/f04389_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f04389_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f04389_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f04389_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f04389_target.wav,train
f01840,/media/m1998cc/n/pythonProject/deepvqe/data/f01840_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01840_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01840_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01840_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01840_target.wav,train
f01802,/media/m1998cc/n/pythonProject/deepvqe/data/f01802_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01802_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01802_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01802_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01802_target.wav,train
f05669,/media/m1998cc/n/pythonProject/deepvqe/data/f05669_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05669_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05669_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05669_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05669_target.wav,train
f07059,/media/m1998cc/n/pythonProject/deepvqe/data/f07059_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07059_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07059_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07059_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07059_target.wav,train
f05320,/media/m1998cc/n/pythonProject/deepvqe/data/f05320_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05320_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05320_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05320_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05320_target.wav,train
f08090,/media/m1998cc/n/pythonProject/deepvqe/data/f08090_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08090_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08090_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08090_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f08090_target.wav,train
f03272,/media/m1998cc/n/pythonProject/deepvqe/data/f03272_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03272_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03272_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03272_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03272_target.wav,train
f07483,/media/m1998cc/n/pythonProject/deepvqe/data/f07483_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07483_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07483_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07483_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07483_target.wav,train
f02448,/media/m1998cc/n/pythonProject/deepvqe/data/f02448_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02448_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02448_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02448_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02448_target.wav,train
f03332,/media/m1998cc/n/pythonProject/deepvqe/data/f03332_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03332_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03332_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03332_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03332_target.wav,train
f07293,/media/m1998cc/n/pythonProject/deepvqe/data/f07293_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07293_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07293_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07293_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07293_target.wav,train
f02374,/media/m1998cc/n/pythonProject/deepvqe/data/f02374_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02374_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02374_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02374_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02374_target.wav,train
f01285,/media/m1998cc/n/pythonProject/deepvqe/data/f01285_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01285_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01285_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01285_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f01285_target.wav,train
f00019,/media/m1998cc/n/pythonProject/deepvqe/data/f00019_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f00019_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f00019_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f00019_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f00019_target.wav,train
f05577,/media/m1998cc/n/pythonProject/deepvqe/data/f05577_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05577_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05577_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05577_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05577_target.wav,train
f03518,/media/m1998cc/n/pythonProject/deepvqe/data/f03518_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03518_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03518_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03518_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03518_target.wav,train
f07529,/media/m1998cc/n/pythonProject/deepvqe/data/f07529_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07529_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07529_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07529_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07529_target.wav,train
f05453,/media/m1998cc/n/pythonProject/deepvqe/data/f05453_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05453_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05453_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05453_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05453_target.wav,train
f05432,/media/m1998cc/n/pythonProject/deepvqe/data/f05432_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05432_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05432_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05432_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f05432_target.wav,train
f02174,/media/m1998cc/n/pythonProject/deepvqe/data/f02174_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02174_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02174_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02174_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f02174_target.wav,train
f03993,/media/m1998cc/n/pythonProject/deepvqe/data/f03993_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03993_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03993_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03993_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f03993_target.wav,train
f04761,/media/m1998cc/n/pythonProject/deepvqe/data/f04761_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f04761_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f04761_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f04761_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f04761_target.wav,train
f07160,/media/m1998cc/n/pythonProject/deepvqe/data/f07160_echo.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07160_farend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07160_mic.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07160_nearend.wav,/media/m1998cc/n/pythonProject/deepvqe/data/f07160_target.wav,train
